Accession	Protein_id	Product_name	Note	Codon_start
AE006468	AAL22630.1	putative phosphotransferase system enzyme IIA		1
AE006468	AAL22631.1	putative NtrC family transcriptional regulator	ATPase domain; similar to E. coli psp operon transcriptional activator (AAC74385.1); Blastp hit to AAC74385.1 (330 aa), 33% identity in aa 12 - 239	1
AE006468	AAL22632.1	putative inner membrane protein		1
AE006468	AAL22633.1	putative glycosyl hydrolase family	similar to E. coli 6-phospho-beta-glucosidase; cryptic (AAC75758.1); Blastp hit to AAC75758.1 (474 aa), 34% identity in aa 4 - 472	1
AE006468	AAL22634.1	putative MFS family tranport protein	1st mdule; similar to E. coli putative transport protein (AAC76685.1); Blastp hit to AAC76685.1 (451 aa), 87% identity in aa 56 - 448	1
AE006468	AAL22635.1	putative cytoplasmic protein		1
AE006468	AAL22636.1	putative helix-turn-helix protein		1
AE006468	AAL22637.1	putative phosphotransferase system	HPr-related protein; similar to E. coli PTS system protein HPr (AAC75468.1); Blastp hit to AAC75468.1 (85 aa), 28% identity in aa 1 - 83	1
AE006468	AAL22638.1	putative fructose-bisphosphate aldolase class-II	similar to E. coli tagatose-bisphosphate aldolase 2 (AAC76171.1); Blastp hit to AAC76171.1 (286 aa), 36% identity in aa 1 - 277	1
AE006468	AAL22639.1	putative sugar (pentulose and hexulose) kinase	similar to E. coli L-fuculokinase (AAC75845.1); Blastp hit to AAC75845.1 (482 aa), 24% identity in aa 17 - 444	1
AE006468	AAL22640.1	putative PTS system galactitol-specific enzyme IIC component	similar to E. coli PTS system galactitol-specific enzyme IIC (AAC75153.1); Blastp hit to AAC75153.1 (451 aa), 40% identity in aa 5 - 432	1
AE006468	AAL22641.1	putative periplasmic protein	similar to E. coli galactitol-specific enzyme IIB of phosphotransferase system (AAC75154.1); Blastp hit to AAC75154.1 (94 aa), 37% identity in aa 1 - 94	1
AE006468	AAL22642.1	putative phosphotransferase system mannitol/fructose-specific IIA domain containing protein	similar to E. coli galactitol-specific enzyme IIA of phosphotransferase system (AAC75155.1); Blastp hit to AAC75155.1 (150 aa), 23% identity in aa 5 - 143	1
AE006468	AAL22643.1	putative gntR family regulatory protein	similar to E. coli transcriptional regulator of succinylCoA synthetase operon (AAC73824.1); Blastp hit to AAC73824.1 (240 aa), 31% identity in aa 3 - 216	1
AE006468	AAL22644.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC76686.1); Blastp hit to AAC76686.1 (159 aa), 82% identity in aa 10 - 159	1
AE006468	AAL22645.1	MFS family hexose phosphate transport protein	hexose phosphate transport protein. (SW:UHPT_SALTY)	1
AE006468	AAL22646.1	regulator of uhpT expression	membrane protein; regulatory protein UHPC. (SW:UHPC_SALTY)	1
AE006468	AAL22647.1	sensory histidine kinase in two-component regulatory sytem with UhpA	sensor protein UHPB. (SW:UHPB_SALTY)	1
AE006468	AAL22648.1	response regulator (repressor) in two-component regulatory system wtih UhpB	regulates uhpT operon; LuxR/UhpA family; transcriptional regulatory protein UHPA. (SW:UHPA_SALTY)	1
AE006468	AAL22649.1	putative cytoplasmic protein		1
AE006468	AAL22650.1	putative L-fucose permease	similar to E. coli fucose permease (AAC75843.1); Blastp hit to AAC75843.1 (438 aa), 34% identity in aa 17 - 428	1
AE006468	AAL22651.1	putative sugar kinase	ribokinase family; similar to E. coli ribokinase (AAC76775.1); Blastp hit to AAC76775.1 (309 aa), 36% identity in aa 7 - 305	1
AE006468	AAL22652.1	putative deoR family regulatory protein	similar to E. coli transcriptional repressor for deo operon, tsx, nupG (AAC73927.1); Blastp hit to AAC73927.1 (252 aa), 38% identity in aa 1 - 251	1
AE006468	AAL22653.1	acetolactate synthase I, small subunit	similar to E. coli acetolactate synthase I, valine sensitive, small subunit (AAC76693.1); Blastp hit to AAC76693.1 (96 aa), 90% identity in aa 1 - 96	1
AE006468	AAL22654.1	acetolactate synthase I, large subunit	valine sensitive; similar to E. coli acetolactate synthase I,valine-sensitive, large subunit (AAC76694.1); Blastp hit to AAC76694.1 (562 aa), 91% identity in aa 1 - 562	1
AE006468	AAL22655.1	ilvB operon leader peptide	similar to E. coli ilvB operon leader peptide (AAC76695.1); Blastp hit to AAC76695.1 (32 aa), 84% identity in aa 1 - 32	1
AE006468	AAM89474.1	YsdA		1
AE006468	AAL22656.1	conserved protein in the LexA regulon		1
AE006468	AAL22657.1	integral membrane protein		1
AE006468	AAL22658.1	MFS family multidrug tranport protein	similar to E. coli 2-module integral membrane pump; multidrug resistance (AAC76696.1); Blastp hit to AAC76696.1 (396 aa), 92% identity in aa 3 - 396	1
AE006468	AAL22659.1	putative periplasmic protein		1
AE006468	AAL22660.1	LysR family transcriptional activator	similar to E. coli D-serine dehydratase (deaminase) transcriptional activator (AAC75423.1); Blastp hit to AAC75423.1 (311 aa), 90% identity in aa 1 - 307	1
AE006468	AAL22661.1	putative Gnt family transport protein	similar to E. coli transport system permease (serine?) (AAC75424.1); Blastp hit to AAC75424.1 (445 aa), 93% identity in aa 1 - 445	1
AE006468	AAL22662.1	D-serine deaminase	similar to E. coli D-serine dehydratase (deaminase) (AAC75425.1); Blastp hit to AAC75425.1 (442 aa), 89% identity in aa 1 - 442	1
AE006468	AAL22663.1	putative cytoplasmic protein	similar to E. coli putative transcriptional regulator (AAC76697.1); Blastp hit to AAC76697.1 (165 aa), 48% identity in aa 1 - 165	1
AE006468	AAL22664.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC76698.1); Blastp hit to AAC76698.1 (120 aa), 82% identity in aa 1 - 116	1
AE006468	AAL22665.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC76699.1); Blastp hit to AAC76699.1 (115 aa), 94% identity in aa 1 - 115	1
AE006468	AAL22666.1	putative transport protein	similar to E. coli putative transport protein (AAC76708.1); Blastp hit to AAC76708.1 (561 aa), 88% identity in aa 9 - 561	1
AE006468	AAL22667.1	small heat shock protein	similar to E. coli heat shock protein (AAC76709.1); Blastp hit to AAC76709.1 (144 aa), 88% identity in aa 3 - 144	1
AE006468	AAL22668.1	small heat shock protein	similar to E. coli heat shock protein (AAC76710.1); Blastp hit to AAC76710.1 (137 aa), 97% identity in aa 1 - 137	1
AE006468	AAL22669.1	putative outer membrane lipoprotein	similar to E. coli orf, hypothetical protein (AAC76711.1); Blastp hit to AAC76711.1 (135 aa), 82% identity in aa 25 - 133	1
AE006468	AAL22670.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC76712.1); Blastp hit to AAC76712.1 (416 aa), 79% identity in aa 13 - 416	1
AE006468	AAL22671.1	putative heme lyase subunit	cytochrome c-type biogenesis; similar to E. coli possible subunit of heme lyase (AAC75254.1); Blastp hit to AAC75254.1 (350 aa), 73% identity in aa 1 - 342	1
AE006468	AAL22672.1	heme lyase disulfide oxidoreductase	cytochrome c-type biogenesis; similar to E. coli disulfide oxidoreductase (in biogenesis of cytochrome c? (AAC75255.1); Blastp hit to AAC75255.1 (185 aa), 87% identity in aa 1 - 185	1
AE006468	AAL22673.1	cytochrome c-type biogenesis protein	similar to E. coli cytochrome c-type biogenesis protein (AAC75256.1); Blastp hit to AAC75256.1 (647 aa), 85% identity in aa 1 - 646	1
AE006468	AAL22674.1	periplasmic heme-dependent peroxidase	cytochrome c-type biogenesis protein; similar to E. coli cytochrome c biogenesis, possible subunit of a heme lyase (AAC75257.1); Blastp hit to AAC75257.1 (159 aa), 82% identity in aa 1 - 159	1
AE006468	AAL22675.1	heme exporter protein C	cytochrome c-type biogenesis protein; similar to E. coli heme exporter protein C (AAC75258.1); Blastp hit to AAC75258.1 (69 aa), 77% identity in aa 1 - 69	1
AE006468	AAL22676.1	ABC superfamily (membrane) heme exporter protein	cytochrome c-type biogenesis protein; similar to E. coli heme exporter protein C (AAC75259.1); Blastp hit to AAC75259.1 (245 aa), 86% identity in aa 1 - 245	1
AE006468	AAL22677.1	heme exporter protein	ABC superfamily (membrane); cytochrome c-type biogenesis protein; similar to E. coli heme exporter protein B, cytochrome c-type biogenesis protein (AAC75260.1); Blastp hit to AAC75260.1 (220 aa), 84% identity in aa 2 - 220	1
AE006468	AAL22678.1	heme exporter protein	ABC superfamily (atp_bind); cytochrome c-type biogenesis protein; similar to E. coli ATP binding protein of heme exporter A (AAC75261.1); Blastp hit to AAC75261.1 (205 aa), 79% identity in aa 1 - 200	1
AE006468	AAL22679.1	putative cytochrome c peroxidase	similar to E. coli putative cytochrome C peroxidase (AAC76543.1); Blastp hit to AAC76543.1 (465 aa), 82% identity in aa 2 - 463	1
AE006468	AAL22680.1	cytoplasmic chaperone which interacts with TorA	similar to E. coli part of trimethylamine-N-oxide oxidoreductase (AAC74083.1); Blastp hit to AAC74083.1 (199 aa), 63% identity in aa 4 - 195	1
AE006468	AAL22681.1	trimethylamine N-oxide reductase subunit	similar to E. coli trimethylamine N-oxide reductase subunit (AAC74082.1); Blastp hit to AAC74082.1 (848 aa), 90% identity in aa 1 - 845	1
AE006468	AAL22682.1	trimethylamine N-oxide reductase	cytochrome c-type subunit; also has activity as negativer regulator of tor operon; similar to E. coli trimethylamine N-oxide reductase, cytochrome c-type subunit (AAC74081.1); Blastp hit to AAC74081.1 (390 aa), 90% identity in aa 1 - 388	1
AE006468	AAL22683.1	response regulator in multi-component regualtory system wtih TorS (sensory kinase) and TorT (periplasmic sensor)	regulates tor operon (TorR family); similar to E. coli response transcriptional regulator for torA (sensor TorS) (AAC74080.1); Blastp hit to AAC74080.1 (230 aa), 81% identity in aa 1 - 229	1
AE006468	AAL22684.1	periplasmic sensor in multi-comopnent regulatory system with TorS (sensory kinase) and TorR (regulator)	regulates tor operon; similar to E. coli part of regulation of tor operon, periplasmic (AAC74079.1); Blastp hit to AAC74079.1 (342 aa), 65% identity in aa 1 - 342	1
AE006468	AAL22685.1	sensory kinase in multi-component regulatory system with TorR (regulator) and TorT (periplasmic sensor)	regulates tor operon; similar to E. coli sensor protein torS (regulator TorR) (AAC74078.1); Blastp hit to AAC74078.1 (904 aa), 62% identity in aa 1 - 896	1
AE006468	AAL22686.1	MFS family D-galactonate transport protein	similar to E. coli D-galactonate transport (AAC76714.1); Blastp hit to AAC76714.1 (445 aa), 90% identity in aa 1 - 445	1
AE006468	AAL22687.1	galactonate dehydratase	bifunctional; similar to E. coli 2-oxo-3-deoxygalactonate 6-phosphate aldolase and galactonate dehydratase (AAC76715.1); Blastp hit to AAC76715.1 (587 aa), 92% identity in aa 206 - 587	1
AE006468	AAL22688.1	2-oxo-3-deoxygalactonate kinase	similar to E. coli 2-oxo-3-deoxygalactonate kinase (AAC76716.1); Blastp hit to AAC76716.1 (292 aa), 81% identity in aa 1 - 292	1
AE006468	AAL22689.1	galactonate operon transcriptional repressor	GntR family; similar to E. coli regulator protein for dgo operon (AAC76718.1); Blastp hit to AAC76718.1 (128 aa), 94% identity in aa 1 - 112	1
AE006468	AAL22690.1	putative hydrolase of the HAD superfamily	similar to E. coli orf, hypothetical protein (AAC76720.1); Blastp hit to AAC76720.1 (270 aa), 93% identity in aa 1 - 270	1
AE006468	AAL22691.1	putative permease	similar to E. coli putative transport protein (AAC75831.1); Blastp hit to AAC75831.1 (450 aa), 27% identity in aa 15 - 435	1
AE006468	AAL22692.1	putative mandelate racemase	muconate lactonizing enzyme family; similar to E. coli starvation sensing protein (AAC74653.1); Blastp hit to AAC74653.1 (404 aa), 28% identity in aa 18 - 385	1
AE006468	AAL22693.1	putative LysR family transcriptional regulator	similar to E. coli putative transcriptional regulator LYSR-type (AAC73855.1); Blastp hit to AAC73855.1 (338 aa), 27% identity in aa 22 - 318	1
AE006468	AAL22694.1	DNA gyrase, subunit B	type II topoisomerase; DNA gyrase subunit B. (SW:GYRB_SALTY)	1
AE006468	AAL22695.1	gap repair protein	RECF protein. (SW:RECF_SALTY)	1
AE006468	AAL22696.1	DNA polymerase III, beta-subunit	DNA polymerase iii, beta chain. (SW:DP3B_SALTY)	1
AE006468	AAL22697.1	DNA replication initiator protein	chromosomal replication initiator protein DNAA. (SW:DNAA_SALTY)	1
AE006468	AAL22698.1	50S ribosomal subunit protein L34	similar to E. coli 50S ribosomal subunit protein L34 (AAC76726.1); Blastp hit to AAC76726.1 (46 aa), 100% identity in aa 1 - 46	1
AE006468	AAL22699.1	RNase P	protein component (protein C5); processes tRNA and 4.5S RNA; similar to E. coli RNase P, protein component; protein C5; processes tRNA, 4.5S RNA (AAC76727.1); Blastp hit to AAC76727.1 (119 aa), 97% identity in aa 1 - 119	1
AE006468	AAL22700.1	putative inner membrane protein		1
AE006468	AAL22701.1	putative preprotein translocase subunit YidC	similar to E. coli 60 KD inner-membrane protein (AAC76728.1); Blastp hit to AAC76728.1 (548 aa), 95% identity in aa 1 - 548	1
AE006468	AAL22702.1	GTPase for tRNA modification and thiophene and furan oxidation	similar to E. coli GTP-binding protein in thiophene and furan oxidation (AAC76729.1); Blastp hit to AAC76729.1 (454 aa), 94% identity in aa 1 - 454	1
AE006468	AAL22703.1	putative inner membrane protein		1
AE006468	AAL22704.1	putative reverse transcriptase	RNA-dependent DNA polymerase	1
AE006468	AAL22705.1	putative MFS family tranport protein	1st mdule; similar to E. coli putative transport protein (AAC76733.1); Blastp hit to AAC76733.1 (391 aa), 77% identity in aa 1 - 391	1
AE006468	AAL22706.1	putative LysR family transcriptional regulator	similar to E. coli putative transcriptional regulator LYSR-type (AAC76734.1); Blastp hit to AAC76734.1 (319 aa), 85% identity in aa 1 - 314	1
AE006468	AAL22707.1	putative cytoplasmic protein	similar to E. coli orf, hypothetical protein (AAC76735.1); Blastp hit to AAC76735.1 (253 aa), 77% identity in aa 5 - 253	1
AE006468	AAL22708.1	putative oxidoreductase	similar to E. coli orf, hypothetical protein (AAC76736.1); Blastp hit to AAC76736.1 (188 aa), 92% identity in aa 1 - 187	1
AE006468	AAL22709.1	putative xanthine/uracil permeases family	similar to E. coli putative membrane / transport protein (AAC76737.1); Blastp hit to AAC76737.1 (445 aa), 96% identity in aa 1 - 445	1
AE006468	AAL22710.1	putative phosphatase/phosphohexomutase	similar to E. coli putative phosphatase (AAC76738.1); Blastp hit to AAC76738.1 (221 aa), 81% identity in aa 1 - 220	1
AE006468	AAL22711.1	regulatory gene for high affinity phosphate uptake	similar to E. coli negative regulator for pho regulon and putative enzyme in phosphate metabolism (AAC76747.1); Blastp hit to AAC76747.1 (241 aa), 95% identity in aa 1 - 238	1
AE006468	AAL22712.1	high-affinity phosphate transporter	ABC superfamily (atp_bind); similar to E. coli ATP-binding component of high-affinity phosphate-specific transport system (AAC76748.1); Blastp hit to AAC76748.1 (257 aa), 98% identity in aa 1 - 257	1
AE006468	AAL22713.1	high-affinity phosphate transporter	ABC superfamily (membrane); similar to E. coli high-affinity phosphate-specific transport system (AAC76749.1); Blastp hit to AAC76749.1 (296 aa), 95% identity in aa 1 - 296	1
AE006468	AAL22714.1	high-affinity phosphate transporter	ABC superfamily (membrane); similar to E. coli high-affinity phosphate-specific transport system, cytoplasmic membrane component (AAC76750.1); Blastp hit to AAC76750.1 (319 aa), 97% identity in aa 1 - 319	1
AE006468	AAL22715.1	high-affinity phosphate transporter	ABC superfamily (bind_prot); similar to E. coli high-affinity phosphate-specific transport system; periplasmic phosphate-binding protein (AAC76751.1); Blastp hit to AAC76751.1 (346 aa), 92% identity in aa 1 - 346	1
AE006468	AAL22716.1	putative phosphotransferase system fructose-specific component IIB	similar to E. coli PTS system, fructose-specific transport protein (AAC75228.1); Blastp hit to AAC75228.1 (563 aa), 66% identity in aa 104 - 552	1
AE006468	AAL22717.1	putative shikimate	similar to E. coli dehydroshikimate reductase (AAC76306.1); Blastp hit to AAC76306.1 (272 aa), 26% identity in aa 20 - 258; quinate 5-dehydrogenase	1
AE006468	AAL22718.1	putative dipeptide/oligopeptide/nickel ABC-type transport systems	periplasmic component; similar to E. coli putative transport protein (AAC73180.1); Blastp hit to AAC73180.1 (551 aa), 49% identity in aa 1 - 309, 29% identity in aa 297 - 548	1
AE006468	AAL22719.1	L-glutamine:D-fructose-6-phosphate aminotransferase	similar to E. coli L-glutamine:D-fructose-6-phosphate aminotransferase (AAC76752.1); Blastp hit to AAC76752.1 (609 aa), 99% identity in aa 1 - 609	1
AE006468	AAL22720.1	N-acetyl glucosamine-1-phosphate uridyltransferase	similar to E. coli N-acetyl glucosamine-1-phosphate uridyltransferase (AAC76753.1); Blastp hit to AAC76753.1 (456 aa), 91% identity in aa 1 - 456; glucosamine-1-phosphate acetyl transferase	1
AE006468	AAL22721.1	putative permease		1
AE006468	AAL22722.1	membrane-bound ATP synthase, F1 sector, epsilon-subunit	similar to E. coli membrane-bound ATP synthase, F1 sector, epsilon-subunit (AAC76754.1); Blastp hit to AAC76754.1 (139 aa), 97% identity in aa 1 - 139	1
AE006468	AAL22723.1	membrane-bound ATP synthase, F1 sector, beta-subunit	similar to E. coli membrane-bound ATP synthase, F1 sector, beta-subunit (AAC76755.1); Blastp hit to AAC76755.1 (460 aa), 99% identity in aa 1 - 460	1
AE006468	AAL22724.1	membrane-bound ATP synthase, F1 sector, gamma-subunit	similar to E. coli membrane-bound ATP synthase, F1 sector, gamma-subunit (AAC76756.1); Blastp hit to AAC76756.1 (287 aa), 96% identity in aa 1 - 287	1
AE006468	AAL22725.1	membrane-bound ATP synthase, F1 sector, alpha-subunit	similar to E. coli membrane-bound ATP synthase, F1 sector, alpha-subunit (AAC76757.1); Blastp hit to AAC76757.1 (513 aa), 98% identity in aa 1 - 513	1
AE006468	AAL22726.1	membrane-bound ATP synthase, F1 sector, delta-subunit	similar to E. coli membrane-bound ATP synthase, F1 sector, delta-subunit (AAC76758.1); Blastp hit to AAC76758.1 (177 aa), 94% identity in aa 1 - 177	1
AE006468	AAL22727.1	membrane-bound ATP synthase, F0 sector, subunit b	similar to E. coli membrane-bound ATP synthase, F0 sector, subunit b (AAC76759.1); Blastp hit to AAC76759.1 (156 aa), 96% identity in aa 1 - 156	1
AE006468	AAL22728.1	membrane-bound ATP synthase, F0 sector, subunit c	ATP synthase C chain. (SW:ATPL_ECOLI)	1
AE006468	AAL22729.1	membrane-bound ATP synthase, F0 sector, subunit a	important for FO assembly; similar to E. coli membrane-bound ATP synthase, F0 sector, subunit a (AAC76761.1); Blastp hit to AAC76761.1 (271 aa), 96% identity in aa 1 - 271	1
AE006468	AAL22730.1	membrane-bound ATP synthase subunit, F1-F0-type proton-ATPase	similar to E. coli membrane-bound ATP synthase, dispensable protein, affects expression of atpB (AAC76762.1); Blastp hit to AAC76762.1 (130 aa), 91% identity in aa 5 - 130	1
AE006468	AAL22731.1	associated with glucose-inhibited division	similar to E. coli glucose-inhibited division; chromosome replication? (AAC76763.1); Blastp hit to AAC76763.1 (207 aa), 85% identity in aa 1 - 207	1
AE006468	AAL22732.1	associated with glucose-inhibited division	similar to E. coli glucose-inhibited division; chromosome replication? (AAC76764.1); Blastp hit to AAC76764.1 (629 aa), 97% identity in aa 1 - 629	1
AE006468	AAL22733.1	initiation of chromosome replication	similar to E. coli initiation of chromosome replication (AAC76765.1); Blastp hit to AAC76765.1 (147 aa), 87% identity in aa 1 - 147	1
AE006468	AAL22734.1	transcriptional regulator for asnA, gidA	AsnC family; similar to E. coli regulator for asnA, asnC and gidA (AAC76766.1); Blastp hit to AAC76766.1 (152 aa), 97% identity in aa 1 - 152	1
AE006468	AAL22735.1	asparagine synthetase A	similar to E. coli asparagine synthetase A (AAC76767.1); Blastp hit to AAC76767.1 (330 aa), 94% identity in aa 1 - 330	1
AE006468	AAL22736.1	putative inner membrane protein	similar to E. coli orf, hypothetical protein (AAC76768.1); Blastp hit to AAC76768.1 (427 aa), 89% identity in aa 1 - 427	1
AE006468	AAL22737.1	putative regulator protein	similar to E. coli putative 2-component regulator (AAC76769.1); Blastp hit to AAC76769.1 (506 aa), 86% identity in aa 9 - 506	1
AE006468	AAL22738.1	KUP family low affinity potassium transport system	similar to E. coli low affinity potassium transport system (AAC76770.1); Blastp hit to AAC76770.1 (519 aa), 96% identity in aa 1 - 505	1
AE006468	AAL22739.1	D-ribose high-affinity transport system	membrane-associated protein; similar to E. coli D-ribose high-affinity transport system; membrane-associated protein (AAC76771.1); Blastp hit to AAC76771.1 (151 aa), 87% identity in aa 13 - 151	1
AE006468	AAL22740.1	D-ribose high-affinity transport protein	ABC superfamily (atp_bind); similar to E. coli ATP-binding component of D-ribose high-affinity transport system (AAC76772.1); Blastp hit to AAC76772.1 (501 aa), 96% identity in aa 1 - 501	1
AE006468	AAL22741.1	D-ribose high-affinity transport protein (1st module, ATP-binding subunit)	ABC superfamily (membrane); similar to E. coli D-ribose high-affinity transport system (AAC76773.1); Blastp hit to AAC76773.1 (321 aa), 96% identity in aa 1 - 321	1
AE006468	AAL22742.1	D-ribose transport protein	ABC superfamily (peri_perm); D-ribose-binding periplasmic protein precursor. (SW:RBSB_SALTY)	1
AE006468	AAL22743.1	ribokinase	similar to E. coli ribokinase (AAC76775.1); Blastp hit to AAC76775.1 (309 aa), 88% identity in aa 1 - 308	1
AE006468	AAL22744.1	transcriptional repressor for rbs operon (GalR/LacI family)	similar to E. coli regulator for rbs operon (AAC76776.1); Blastp hit to AAC76776.1 (330 aa), 89% identity in aa 1 - 329	1
AE006468	AAL22745.1	putative MFS family tranport protein	1st mdule; similar to E. coli putative transport protein (AAC76777.1); Blastp hit to AAC76777.1 (475 aa), 86% identity in aa 1 - 475	1
AE006468	AAL22746.1	putative gntR family regulatory protein	similar to E. coli orf, hypothetical protein (AAC76778.1); Blastp hit to AAC76778.1 (181 aa), 82% identity in aa 1 - 181	1
AE006468	AAL22747.1	putative LysR family transcriptional regulator	similar to E. coli orf, hypothetical protein (AAC77483.1); Blastp hit to AAC77483.1 (198 aa), 83% identity in aa 1 - 196	1
AE006468	AAL22748.1	putative LysR type transcriptional regulator with pssR	similar to E. coli orf, hypothetical protein (AAC77485.1); Blastp hit to AAC77485.1 (112 aa), 95% identity in aa 1 - 112	1
AE006468	AAL22749.1	putative magnesium chelatase, subunit ChlI	hypothetical 55.0 Kda protein in pssR-ilLl intergenic region. (SW:YIFB_SALTY)	1
AE006468	AAL22750.1	ilvGEDA operon leader peptide	ilvGmedA operon leader peptide (attenuator peptide). (SW:LPID_ECOLI)	1
AE006468	AAL22751.1	acetolactate synthase II, large subunit	fragment 1; cryptic; similar to E. coli acetolactate synthase II, large subunit, cryptic, interrupted (AAC77488.1); Blastp hit to AAC77488.1 (327 aa), 93% identity in aa 1 - 325	1
AE006468	AAL22752.1	acetolactate synthase II, small subunit	similar to E. coli acetolactate synthase II, valine insensitive, small subunit (AAC77489.1); Blastp hit to AAC77489.1 (87 aa), 93% identity in aa 2 - 87	1
AE006468	AAL22753.1	branched-chain amino-acid aminotransferase	branched-chain amino acid aminotransferase. (SW:ILVE_SALTY)	1
AE006468	AAL22754.1	dihydroxyacid dehydratase	dihydroxy-acid dehydratase. (SW:ILVD_SALTY)	1
AE006468	AAL22755.1	threonine deaminase	threonine dehydratase biosynthetic. (SW:THD1_SALTY)	1
AE006468	AAL22756.1	putative cytoplasmic protein		1
AE006468	AAL22757.1	putative cytoplasmic protein		1
AE006468	AAL22758.1	positive LysR family regulator for ilvC	similar to E. coli positive regulator for ilvC (AAC77493.1); Blastp hit to AAC77493.1 (297 aa), 97% identity in aa 1 - 295	1
AE006468	AAL22759.1	ketol-acid reductoisomerase	ketol-acid reductoisomerase. (SW:ILVC_SALTY)	1
AE006468	AAL22760.1	peptidyl-prolyl cis-trans isomerase C	similar to E. coli peptidyl-prolyl cis-trans isomerase C (rotamase C) (AAC76780.1); Blastp hit to AAC76780.1 (93 aa), 94% identity in aa 1 - 92	1
AE006468	AAL22761.1	putative inner membrane protein	similar to E. coli required for NMN transport (AAC73838.1); Blastp hit to AAC73838.1 (239 aa), 61% identity in aa 200 - 238	1
AE006468	AAL22762.1	rep helicase	single-stranded DNA dependent ATPase; similar to E. coli rep helicase, a single-stranded DNA dependent ATPase (AAC76783.1); Blastp hit to AAC76783.1 (673 aa), 96% identity in aa 1 - 673	1
AE006468	AAL22763.1	guanosine pentaphosphatase	similar to E. coli guanosine pentaphosphatase; exopolyphosphatase (AAC76784.1); Blastp hit to AAC76784.1 (494 aa), 89% identity in aa 1 - 493	1
AE006468	AAL22764.1	putative helicase	putative ATP-dependent RNA helicase RHLB. (SW:RHLB_SALTY)	1
AE006468	AAL22765.1	thioredoxin 1	redox factor; thioredoxin 1 (TRX1) (TRX). (SW:THIO_ECOLI)	1
AE006468	AAL22766.1	transcription termination factor Rho	polarity suppressor; transcription termination factor Rho. (SW:RHO_SALTY)	1
AE006468	AAL22767.1	undecaprenyl-phosphate N-acetylglucosaminyltransferase	similar to E. coli UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase; synthesis of enterobacterial common antigen (ECA) (AAC76789.1); Blastp hit to AAC76789.1 (367 aa), 87% identity in aa 1 - 367	1
AE006468	AAL22768.1	modulator of enterobacterial common antigen (ECA) polysaccharide chain length	similar to E. coli putative transport protein (AAC76790.1); Blastp hit to AAC76790.1 (349 aa), 91% identity in aa 2 - 346	1
AE006468	AAL22769.1	UDP-N-acetyl glucosamine-2-epimerase	similar to E. coli UDP-N-acetyl glucosamine -2-epimerase; synthesis of enterobacterial common antigen (ECA) (AAC76791.1); Blastp hit to AAC76791.1 (389 aa), 85% identity in aa 15 - 389	1
AE006468	AAL22770.1	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	similar to E. coli UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase; synthesis of enterobacterial common antigen (ECA) (AAC76792.1); Blastp hit to AAC76792.1 (420 aa), 90% identity in aa 1 - 420	1
AE006468	AAL22771.1	dTDP-glucose 4,6-dehydratase	similar to E. coli dTDP-glucose 4,6-dehydratase (AAC76793.1); Blastp hit to AAC76793.1 (355 aa), 88% identity in aa 1 - 354	1
AE006468	AAL22772.1	glucose-1-phosphate thymidyl transferase	similar to E. coli glucose-1-phosphate thymidylyltransferase (AAC76794.1); Blastp hit to AAC76794.1 (293 aa), 95% identity in aa 240 - 24	1
AE006468	AAL22773.1	lipopolysaccharide biosynthesis protein	similar to E. coli orf, hypothetical protein (AAC76795.1); Blastp hit to AAC76795.1 (181 aa), 78% identity in aa 1 - 181	1
AE006468	AAL22774.1	TDP-4-oxo-6-deoxy-D-glucose transaminase	similar to E. coli putative regulator (AAC76796.1); Blastp hit to AAC76796.1 (376 aa), 92% identity in aa 1 - 376	1
AE006468	AAL22775.1	O-antigen translocase in LPS biosynthesis	similar to E. coli putative cytochrome (AAC76797.1); Blastp hit to AAC76797.1 (416 aa), 89% identity in aa 1 - 416	1
AE006468	AAL22776.1	putative inner membrane protein	similar to E. coli orf, conceptual translation in SwissProt is fused with b4404 (AAC76799.1); Blastp hit to AAC76799.1 (204 aa), 85% identity in aa 1 - 202	1
AE006468	AAL22777.1	TDP-Fuc4NAc:lipidII transferase	probable 4-alpha-L-fucosyltransferase. (SW:WECF_SALTY)	1
AE006468	AAL22778.1	putative UDP-N-acetyl-D-mannosaminuronic acid transferase	probable UDP-N-acetyl-D-mannosaminuronic acid transferase. (SW:WECG_SALTY)	1
AE006468	AAL22779.1	putative APC family amino-acid transport protein	permease protein; probable transport protein YIFK. (SW:YIFK_SALTY)	1
AE006468	AAL22780.1	protein for a late step of protoheme IX synthesis	similar to E. coli a late step of protoheme IX synthesis (AAC76805.1); Blastp hit to AAC76805.1 (398 aa), 95% identity in aa 1 - 398	1
AE006468	AAL22781.1	uroporphyrinogen III methylase	similar to E. coli uroporphyrinogen III methylase (AAC76806.1); Blastp hit to AAC76806.1 (393 aa), 87% identity in aa 1 - 393	1
