ICTV_ID	Isolate_ID	Exemplar_Additional	Accession_Index	Segment_Name	Accession	Start_Loc	End_Loc	Sort	Isolate_Sort	Original_GENBANK_Accessions	Errors	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Virus_Names
ICTV201908694	VMR1004140	E	3	dsRNA3	MF317880			15392	1	dsRNA1: MF317878; dsRNA2: MF317879; dsRNA3: MF317880; dsRNA4: MF317881		Riboviria										Polymycoviridae		Polymycovirus		Polymycovirus penidigitati	Penicillium digitatum polymycovirus 1
ICTV201908694	VMR1004140	E	4	dsRNA4	MF317881			15392	1	dsRNA1: MF317878; dsRNA2: MF317879; dsRNA3: MF317880; dsRNA4: MF317881		Riboviria										Polymycoviridae		Polymycovirus		Polymycovirus penidigitati	Penicillium digitatum polymycovirus 1
ICTV20154642	VMR1004143	E	1		V01468			15393	1	V01468		Riboviria										Tonesaviridae		Albetovirus		Albetovirus alphatabaci	satellite tobacco necrosis virus 1
ICTV20154643	VMR1004144	E	1		M64479			15394	1	M64479		Riboviria										Tonesaviridae		Albetovirus		Albetovirus betatabaci	satellite tobacco necrosis virus 2
ICTV20154644	VMR1004145	E	1		AJ000898			15395	1	AJ000898		Riboviria										Tonesaviridae		Albetovirus		Albetovirus gammatabaci	satellite tobacco necrosis virus C
ICTV20154646	VMR1004146	E	1		M55012			15396	1	M55012		Riboviria										Tonesaviridae		Aumaivirus		Aumaivirus maidis	satellite maize white line mosaic virus
ICTV202009310	VMR1004149	E	1		MN031239			15397	1	MN031239		Ribozyviria										Kolmioviridae		Daazvirus		Daazvirus cynopis	Chinese fire belly newt virus 1
ICTV202009312	VMR1004150	E	1		MK962759			15398	1	MK962759		Ribozyviria										Kolmioviridae		Dagazvirus		Dagazvirus schedorhinotermitis	rhinotermitid virus 1
ICTV202009304	VMR1004151	E	1		MH988742			15399	1	MH988742		Ribozyviria										Kolmioviridae		Daletvirus		Daletvirus boae	Swiss snake colony virus 1
ICTV202009302	VMR1004152	E	1		MH824555			15400	1	MH824555		Ribozyviria										Kolmioviridae		Dalvirus		Dalvirus anatis	dabbling duck virus 1
ICTV202009306	VMR1004153	E	1		MN031240			15401	1	MN031240		Ribozyviria										Kolmioviridae		Deevirus		Deevirus actinopterygii	ray-finned fish virus 1
ICTV202009299	VMR1004154	E	1		AM183333			15402	1	AM183333		Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus cameroonense	hepatitis D virus 7
ICTV202009298	VMR1004155	E	1		AX741164			15403	1	AX741164		Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus carense	hepatitis D virus 6
ICTV19931851	VMR1004156	E	1		AF104263			15404	1	AF104263		Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus italiense	hepatitis D virus 1
ICTV202009294	VMR1004157	E	1		AF104264			15405	1	AF104264		Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus japanense	hepatitis D virus 2
ICTV202009295	VMR1004158	E	1		AB037948			15406	1	AB037948		Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus peruense	hepatitis D virus 3
ICTV202009300	VMR1004159	E	1		AM183330			15407	1	AM183330		Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus senegalense	hepatitis D virus 8
ICTV202009296	VMR1004160	E	1		AF018077			15408	1	AF018077		Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus taiwanense	hepatitis D virus 4
ICTV202009297	VMR1004161	E	1		AM183331			15409	1	AM183331		Ribozyviria										Kolmioviridae		Deltavirus		Deltavirus togense	hepatitis D virus 5
ICTV202009308	VMR1004162	E	1		MK962760			15410	1	MK962760		Ribozyviria										Kolmioviridae		Dobrovirus		Dobrovirus bufonis	Chusan Island toad virus 1
ICTV202318995	VMR1027581	E	1		ON082765			15411	1	ON082765		Ribozyviria										Kolmioviridae		Donvirus		Donvirus odontotermitis	Cát Tiên Odontotermes delta-like virus
ICTV202318990	VMR1027685	E	1		MT649207			15412	1	MT649207		Ribozyviria										Kolmioviridae		Perideltavirus		Perideltavirus desmodi	bat deltavirus
ICTV202318991	VMR1027686	E	1		BR001661			15413	1	BR001661		Ribozyviria										Kolmioviridae		Perideltavirus		Perideltavirus marmotae	Marmota monax deltavirus
ICTV202318992	VMR1027687	E	1		BR001662			15414	1	BR001662		Ribozyviria										Kolmioviridae		Perideltavirus		Perideltavirus odocoilei	Odocoileus virginianus deltavirus
ICTV202318994	VMR1027720	E	1		BR001665			15415	1	BR001665		Ribozyviria										Kolmioviridae		Perithurisazvirus		Perithurisazvirus passeriformes	Taeniopygia guttata deltavirus
ICTV202318993	VMR1027749	E	1		MT649206			15416	1	MT649206		Ribozyviria										Kolmioviridae		Thurisazvirus		Thurisazvirus desmodi	bat deltavirus
ICTV202009314	VMR1004163	E	1		MK598003			15417	1	MK598003		Ribozyviria										Kolmioviridae		Thurisazvirus		Thurisazvirus myis	Tome’s spiny-rat virus 1
ICTV20143660	VMR1004822	E	1		AB063393			15418	1	AB063393		Singelaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Matsushitaviridae		Hukuchivirus		Hukuchivirus IN93	Thermus phage IN93
ICTV20143659	VMR1004823	E	1		GQ403789			15419	1	GQ403789		Singelaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Matsushitaviridae		Hukuchivirus		Hukuchivirus P2377	Thermus phage P23-77
ICTV202011860	VMR1004825	E	1		BK013337			15420	1	BK013337		Singelaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Simuloviridae		Yingchengvirus		Yingchengvirus boliviaense	Natrinema versiforme icosahedral virus 1
ICTV202011861	VMR1004824	E	1		BK013338			15421	1	BK013338		Singelaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Simuloviridae		Yingchengvirus		Yingchengvirus koreaense	Haloterrigena jeotgali icosahedral virus 1
ICTV20143662	VMR1004826	E	1		AY048850			15422	1	AY048850		Singelaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Simuloviridae		Yingchengvirus		Yingchengvirus sinense	saline Natrinema sp. J7‐1 virus 1
ICTV20143666	VMR1004828	E	1		JN968479			15423	1	JN968479		Singelaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus helsinkii	Haloarcula hispanica icosahedral virus 2
ICTV20143665	VMR1004829	E	1		KC252997			15424	1	KC252997		Singelaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus pinkense	Haloarcula hispanica PH1 virus
ICTV20143664	VMR1004830	E	1		AY950802			15425	1	AY950802		Singelaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus serpentinense	Haloarcula hispanica SH1 virus
ICTV20165429	VMR1004827	E	1		KT809302			15426	1	KT809302		Singelaviria		Helvetiavirae		Dividoviricota		Laserviricetes		Halopanivirales		Sphaerolipoviridae		Alphasphaerolipovirus		Alphasphaerolipovirus viikkii	Haloarcula californiae icosahedral virus 1
ICTV201907848	VMR1004335	E	1		MF361639			15427	1	MF361639		Varidnaviria		Abadenavirae		Produgelaviricota		Ainoaviricetes		Lautamovirales		Finnlakeviridae		Finnlakevirus		Finnlakevirus FLiP	Flavobacterium phage FLiP
ICTV202214311	VMR1004341	E	1		BK062752			15428	1	BK062752		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Atroposvirales		Skuldviridae		Delusorvirus		Delusorvirus cascadiense	Lokiarchaeia virus SkuldV3
ICTV202214310	VMR1004342	E	1		OK558607			15429	1	OK558607		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Atroposvirales		Skuldviridae		Delusorvirus		Delusorvirus hikurangiense	Lokiarchaeia virus SkuldV1
ICTV20133576	VMR1004344	E	1		GU080336			15430	1	GU080336		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Belfryvirales		Turriviridae		Alphaturrivirus		Alphaturrivirus hveragerdiense	Sulfolobus turreted icosahedral virus 2
ICTV20133575	VMR1004343	E	1		AY569307			15431	1	AY569307		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Belfryvirales		Turriviridae		Alphaturrivirus		Alphaturrivirus yellowstonense	Sulfolobus turreted icosahedral virus 1
ICTV202214298	VMR1004345	E	1		OP413841			15432	1	OP413841		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Coyopavirales		Chaacviridae		Antichaacvirus		Antichaacvirus pescaderoense	Methanophagales virus PBV266
ICTV202214300	VMR1004346	E	1		OP548100			15433	1	OP548100		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Coyopavirales		Chaacviridae		Homochaacvirus		Homochaacvirus californiense	Methanophagales virus PBV305
ICTV202214299	VMR1004347	E	1		OP548099			15434	1	OP548099		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Coyopavirales		Chaacviridae		Homochaacvirus		Homochaacvirus pescaderoense	Methanophagales virus PBV304
ICTV202420870	VMR1028453	E	1		MH730557			15435	1	MH730557		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Asemoviridae		Elsinorevirus		Elsinorevirus NO16	Vibrio phage fNo16
ICTV202420871	VMR1029119	E	1		OM867525			15436	1	OM867525		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Asemoviridae		Rumoivirus		Rumoivirus VruC	Vibrio phage vB_VruC_PG21
ICTV202009492	VMR1004818	E	1		MG592394			15437	1	MG592394		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Autolykiviridae		Ameliavirus		Ameliavirus viph1008o	Vibrio phage 1.008.O._10N.286.54.E5
ICTV202009497	VMR1004816	E	1		MG592615			15438	1	MG592615		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Autolykiviridae		Livvievirus		Livvievirus viph1249a	Vibrio phage 1.249.A._10N.261.55.B9
ICTV202009493	VMR1004819	E	1		MG592402			15439	1	MG592402		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Autolykiviridae		Oliviavirus		Oliviavirus viph1020o	Vibrio phage 1.020.O._10N.222.48.A2
ICTV202009495	VMR1004817	E	1		MG592427			15440	1	MG592427		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Autolykiviridae		Paulavirus		Paulavirus viph1044o	Vibrio phage 1.044.O._10N.261.51.B8
ICTV202009494	VMR1004820	E	1		MG592455			15441	1	MG592455		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Autolykiviridae		Paulavirus		Paulavirus viph1080o	Vibrio phage 1.080.O._10N.286.48.A4
ICTV201856992	VMR1004814	E	1		MG966533			15442	1	MG966533		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Corticoviridae		Merivirus		Merivirus Cr39582	Pseudoalteromonas phage Cr39582
ICTV19710216	VMR1004815	E	1		AF155037			15443	1	AF155037		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Corticoviridae		Merivirus		Merivirus PM2	Pseudoalteromonas phage PM2
ICTV202420868	VMR1029013	E	1		OP588643			15444	1	OP588643		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Mestraviridae		Anticleavirus		Anticleavirus jorvik	Rhodobacter phage Jorvik
ICTV202420869	VMR1028162	E	1		MH105080			15445	1	MH105080		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Mestraviridae		Polymedevirus		Polymedevirus YY	Marinomonas phage YY
ICTV202420872	VMR1028054	E	1		MW618650			15446	1	MW618650		Varidnaviria		Abadenavirae		Produgelaviricota		Belvinaviricetes		Vinavirales		Parnassusviridae		Corycianvirus		Corycianvirus MfV	Marinomonas phage MfV
ICTV19911075	VMR1004176	E	1		DQ491002			15447	1	DQ491002		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Chlorovirus		Chlorovirus americanus	Paramecium bursaria Chlorella virus NY2A
ICTV19911049	VMR1004167	E	1		JX997159			15448	1	JX997159		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Chlorovirus		Chlorovirus conductrix	Paramecium bursaria Chlorella virus A1
ICTV20115354	VMR1004164	E	1		EF101928			15449	1	EF101928		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Chlorovirus		Chlorovirus heliozoae	Acanthocystis turfacea Chlorella virus 1
ICTV19911063	VMR1004173	E	1		AY857869			15450	1	AY857869		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Chlorovirus		Chlorovirus illinoense	Paramecium bursaria Chlorella virus IL3A
ICTV19911080	VMR1004177	E	1		AF062394			15451	1	AF062394; JX997183		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Chlorovirus		Chlorovirus newyorkense	Paramecium bursaria Chlorella virus NYs1
ICTV19911080	VMR1004177	E	2		JX997183			15451	1	AF062394; JX997183		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Chlorovirus		Chlorovirus newyorkense	Paramecium bursaria Chlorella virus NYs1
ICTV19900812	VMR1004166	E	1		JF411744			15452	1	JF411744		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Chlorovirus		Chlorovirus vanettense	Paramecium bursaria Chlorella virus 1
ICTV20041586	VMR1004183	E	1		AJ890364			15453	1	AJ890364		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Coccolithovirus		Coccolithovirus huxleyi	Emiliania huxleyi virus 86
ICTV19991236	VMR1004188	E	1		EU916176			15454	1	EU916176		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus feldmanniae	Feldmannia species virus
ICTV19991235	VMR1004187	E	1		AY225133			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	2		AY225134			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	3		AY225135			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	4		AY225136			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	5		AY225137			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	6		AY225138			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	7		AY225139			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	8		AY225140			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	9		AY225141			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	10		AY225142			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	11		AY225143			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	12		AY225144			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	13		AY225145			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	14		AY225146			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	15		AY225147			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19991235	VMR1004187	E	16		AY225148			15455	1	AY225133; AY225134; AY225135; AY225136; AY225137; AY225138; AY225139; AY225140; AY225141; AY225142; AY225143; AY225144; AY225145; AY225146; AY225147; AY225148		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus irregularis	Feldmannia irregularis virus a
ICTV19981929	VMR1004185	E	1		AF204951			15456	1	AF204951		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Phaeovirus		Phaeovirus unasiliculosus	Ectocarpus siliculosus virus 1
ICTV19981930	VMR1004193	E	1		JF974320			15457	1	JF974320		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Prasinovirus		Prasinovirus micromonas	Micromonas pusilla virus SP1
ICTV20115355	VMR1004194	E	1		EU304328			15458	1	EU304328		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Prasinovirus		Prasinovirus ostreotauri	Ostreococcus tauri virus OtV5
ICTV20074185	VMR1004195	E	1		U32983			15459	1	U32983		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Prymnesiovirus		Prymnesiovirus brevifilum	Chrysochromulina brevifilum virus PW1
ICTV20041598	VMR1004196	E	1		KX008963			15460	1	KX008963		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Algavirales		Phycodnaviridae		Raphidovirus		Raphidovirus japonicum	Heterosigma akashiwo virus 01
ICTV202215039	VMR1004197	E	1		MT663534			15461	1	MT663534		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Allomimiviridae		Heliosvirus		Heliosvirus raunefjordenense	Pyramimonas orientalis virus 01B
ICTV202215040	VMR1004198	E	1		KY322437			15462	1	KY322437		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Allomimiviridae		Oceanusvirus		Oceanusvirus kaneohense	Tetraselmis virus 1
ICTV202215041	VMR1004199	E	1		KC662249			15463	1	KC662249		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mesomimiviridae		Tethysvirus		Tethysvirus hollandense	Phaeocystis globosa virus PgV-16T
ICTV202215042	VMR1004200	E	1		MH918795			15464	1	MH918795		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mesomimiviridae		Tethysvirus		Tethysvirus ontarioense	Chrysochromulina parva virus BQ2
ICTV202215043	VMR1004201	E	1		KT820662			15465	1	KT820662		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mesomimiviridae		Tethysvirus		Tethysvirus raunefjordenense	Chrysochromulina ericina virus CeV-01B
ICTV20125705	VMR1004202	E	1		GU244497			15466	1	GU244497		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Aliimimivirinae	Rheavirus		Rheavirus sinusmexicani	Cafeteria roenbergensis virus
ICTV202215044	VMR1004203	E	1		MT418680			15467	1	MT418680		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Klosneuvirinae	Fadolivirus		Fadolivirus algeromassiliense	Fadolivirus FV1/VV64
ICTV202215045	VMR1004204	E	1		MF782455			15468	1	MF782455		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Klosneuvirinae	Theiavirus		Theiavirus salishense	Bodo saltans virus
ICTV202215046	VMR1004205	E	1		UPSH01000001			15469	1	UPSH01000001		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Klosneuvirinae	Yasminevirus		Yasminevirus saudimassiliense	Yasminevirus
ICTV202215047	VMR1004206	E	1		AP024483			15470	1	AP024483		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Cotonvirus		Cotonvirus japonicum	Cotonvirus japonicus
ICTV202215048	VMR1004207	E	1		MH046811			15471	1	MH046811		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Megavirus		Megavirus baoshanense	Megavirus baoshan
ICTV202215049	VMR1004208	E	1		JN258408			15472	1	JN258408		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Megavirus		Megavirus chilense	Megavirus chiliensis
ICTV202215050	VMR1004209	E	1		KU877344			15473	1	KU877344		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Megavirus		Megavirus powaiense	Powai lake megavirus
ICTV20042222	VMR1004210	E	1		HQ336222			15474	1	HQ336222		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Mimivirus		Mimivirus bradfordmassiliense	Acanthamoeba polyphaga mimivirus
ICTV202215051	VMR1004211	E	1		KM982402			15475	1	KM982402		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Mimivirus		Mimivirus lagoaense	Acanthamoeba polyphaga mimivirus Kroon
ICTV202215052	VMR1004212	E	1		MG807320			15476	1	MG807320		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Moumouvirus		Moumouvirus australiense	Moumouvirus australiensis
ICTV202215053	VMR1004213	E	1		KC008572			15477	1	KC008572		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Moumouvirus		Moumouvirus goulettemassiliense	Moumouvirus goulette
ICTV202215054	VMR1004214	E	1		JX962719			15478	1	JX962719		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Moumouvirus		Moumouvirus moumou	Acanthamoeba polyphaga moumouvirus
ICTV202215055	VMR1004215	E	1		MF405918			15479	1	MF405918		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Tupanvirus		Tupanvirus altamarinense	Tupanvirus deep ocean
ICTV202215056	VMR1004216	E	1		KY523104			15480	1	KY523104		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Mimiviridae	Megamimivirinae	Tupanvirus		Tupanvirus salinum	Tupanvirus soda lake
ICTV202215057	VMR1004217	E	1		HG999358			15481	1	HG999358		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Schizomimiviridae		Biavirus		Biavirus raunefjordenense	Prymnesium kappa virus
ICTV202215058	VMR1004218	E	1		KJ645900			15482	1	KJ645900		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Imitervirales		Schizomimiviridae		Kratosvirus		Kratosvirus quantuckense	Aureococcus anophagefferens virus
ICTV202420217	VMR1028371	E	1		OW988864			15483	1	OW988864		Varidnaviria		Bamfordvirae		Nucleocytoviricota		Megaviricetes		Pimascovirales	Ocovirineae	Hydriviridae		Alphahydrivirus		Alphahydrivirus permafrostis	Siberian hydrivirus MAG1
